BANK,FMCG,TECH
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.4999999999999999,0.5,6.938893903907228e-17
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999993,1.2559397966072083e-15,0.4999999999999995
0.4999999999999997,0.4999999999999999,4.40619762898109e-16
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5000000000000002,0.49999999999999944,3.3306690738754706e-16
0.4999999999999998,0.4999999999999999,-2.359223927328457e-16
0.49999999999999994,0.49999999999999994,1.1102230246251565e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,4.163336342344337e-17
0.49999999999999994,0.4999999999999997,3.3306690738754696e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.4999999999999999,-9.71445146547012e-17
0.4999999999999999,0.4999999999999999,-2.4980018054066017e-16
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.49999999999999956,0.49999999999999956,8.396061623727746e-16
0.5000000000000001,0.4999999999999997,1.7347234759768076e-16
0.5000000000000001,0.49999999999999933,5.412337245047639e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
-2.6367796834847463e-16,0.4999999999999999,0.4999999999999999
0.5,0.0,0.5
0.22038004625078167,0.49999999999999994,0.2796199537492184
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999998,0.4999999999999998,-3.330669073875468e-16
0.5,0.4999999999999999,5.551115123125783e-17
0.4999999999999998,0.5,-2.1597307275911248e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.49999999999999967,0.49999999999999967,-6.748074321549775e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999998,0.5,-1.8041124150158794e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.5,0.0
0.31139874817447705,0.5,0.188601251825523
0.2545862296651936,0.5,0.24541377033480635
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.49999999999999983,0.5000000000000001,5.551115123125784e-17
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.49999999999999967,0.49999999999999967,-6.730727086790007e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
1.3877787807814457e-16,0.5,0.49999999999999994
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.23301957782351082,0.26698042217648915,0.5000000000000001
0.5,0.0,0.5
0.2807295300783898,0.21927046992161014,0.5
-3.053113317719182e-16,0.49999999999999944,0.5000000000000002
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
9.558326352632205e-16,0.49999999999999933,0.4999999999999996
4.0939474033052647e-16,0.5,0.49999999999999956
-1.1102230246251565e-16,0.5,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
1.387778780781446e-16,0.5000000000000001,0.49999999999999983
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999999,-2.4633073358870656e-16,0.4999999999999999
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.2857201480136557,0.5,0.2142798519863443
0.2828396935441814,0.5,0.21716030645581863
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.3308821514340538,0.5000000000000001,0.16911784856594606
0.22055140063898382,0.2794485993610161,0.5000000000000001
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
-7.494005416219808e-16,0.4999999999999992,0.5000000000000001
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
-9.575673587391967e-16,0.49999999999999956,0.49999999999999956
0.5000000000000001,1.5265566588595905e-16,0.4999999999999998
0.4999999999999998,2.775557561562891e-16,0.49999999999999983
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,2.7755575615628914e-17,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5000000000000002,0.49999999999999983,0.0
0.49999999999999956,0.49999999999999956,-9.298117831235678e-16
0.5,0.5,0.0
0.4999999999999999,0.4999999999999999,-1.283695372222837e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.34287452830784193,0.15712547169215807
0.5,0.5,-2.0816681711721685e-17
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999999,0.5,6.938893903907228e-17
0.4999999999999998,0.4999999999999998,-3.330669073875468e-16
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,2.220446049250313e-16,0.49999999999999983
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.49999999999999983,0.5000000000000001,-6.245004513516507e-17
0.5,0.0,0.5
0.4999999999999999,0.4999999999999999,-2.081668171172168e-16
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999999,0.5,1.5265566588595902e-16
0.5,0.28841592115611586,0.21158407884388414
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5000000000000001,1.665334536937735e-16,0.4999999999999997
0.49999999999999983,3.191891195797325e-16,0.4999999999999999
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999998,-5.273559366969492e-16,0.4999999999999998
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.4999999999999998,-2.844946500601963e-16,0.4999999999999999
0.5,0.5,0.0
0.4999999999999995,8.465450562766819e-16,0.4999999999999997
0.49999999999999956,5.689893001203927e-16,0.4999999999999999
0.5,-1.5612511283791264e-16,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.49999999999999994,-2.775557561562892e-17,0.5000000000000001
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.2672922994095506,0.23270770059044937,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.3333333333333333,0.3333333333333333,0.3333333333333333
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.4999999999999994,0.5000000000000004,2.220446049250315e-16
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.5,0.0
0.49999999999999994,0.29169286506245745,0.20830713493754272
0.5,0.2748329639014856,0.22516703609851435
0.5,0.0,0.5
0.5,0.2432414283517319,0.25675857164826815
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.2661541898186844,0.23384581018131556,0.5000000000000001
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.0,0.5
0.5,0.5,0.0
0.5,0.0,0.5
0.5,0.0,0.5
